thread=0 vcore0=0 vcore1=0 x=100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000 2850119495625496 2850119509084636 2850119522193308 2850119533009404 2850119537376942 2850119541738340 2850119546125906 2850119550481272 2850119554871748 2850119559222264 2850119563605110 2850119567967268 2850119572338806 2850119576698422 2850119581062480 2850119585430264 2850119589791596 2850119594158020 2850119598517098 2850119602896832 2850119607244364 2850119611620948 2850119615968082 2850119620347020 2850119624706850 2850119629078406 2850119633438772 2850119637787396 2850119642164964 2850119646527632 2850119650901532 2850119655263868 2850119659632110 2850119663991202 2850119668366890 2850119672717018 2850119677100882 2850119681459366 2850119685809752 2850119690186070 2850119694535382 2850119698919412 2850119703276650 2850119707641176 2850119711999482 2850119716366328 2850119720727760 2850119725105898 2850119729454926 2850119733813390 2850119738181076 2850119742539180 2850119746921594 2850119751270170 2850119755646748 2850119759995488 2850119764371728 2850119768730348 2850119773099638 2850119777456730 2850119781805322 2850119786181746 2850119790560516 2850119794926336 2850119799285990 2850119803664800 2850119808013778 2850119812390340 2850119816739490 2850119821120094 2850119825477162 2850119829825038 2850119834201972 2850119838550848 2850119842928704 2850119847286554 2850119851652642 2850119856010464 2850119860373956 2850119864732578 2850119869116086 2850119873465226 2850119877822886 2850119882193104 2850119886554970 2850119890937528 2850119895285842 2850119899660912 2850119904010592 2850119908385024 2850119912749322 2850119917117494 2850119921475496 2850119925832148 2850119930197924 2850119934556692 2850119938926918 2850119943284312 2850119947659632 2850119952009600
thread=1 vcore0=4 vcore1=4 x=100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000 2850119498325664 2850119507585234 2850119511947042 2850119516319896 2850119520680092 2850119525045714 2850119529404616 2850119533792232 2850119538142214 2850119542502958 2850119546880552 2850119551281094 2850119555666864 2850119560015744 2850119564399486 2850119568747616 2850119573128858 2850119577492664 2850119581864520 2850119586222606 2850119590578942 2850119594948242 2850119599306154 2850119603678760 2850119608040770 2850119612420512 2850119616770492 2850119621148360 2850119625501478 2850119629881432 2850119634239102 2850119638608542 2850119642970178 2850119647319290 2850119651704178 2850119656066220 2850119660430652 2850119664788180 2850119669153544 2850119673517232 2850119677896134 2850119682245412 2850119686623628 2850119690980788 2850119695329260 2850119699708948 2850119704057916 2850119708431258 2850119712787880 2850119717155302 2850119721518400 2850119725879768 2850119730238606 2850119734611750 2850119738960222 2850119743319454 2850119747688206 2850119752048186 2850119756426454 2850119760776074 2850119765149780 2850119769502084 2850119773876330 2850119778233288 2850119782600218 2850119786957092 2850119791313790 2850119795694306 2850119800051608 2850119804417108 2850119808776688 2850119813151172 2850119817504726 2850119821879810 2850119826228788 2850119830604200 2850119834961202 2850119839310278 2850119843690720 2850119848039690 2850119852414494 2850119856772186 2850119861136468 2850119865500654 2850119869865556 2850119874222488 2850119878601412 2850119882950620 2850119887308644 2850119891677186 2850119896036750 2850119900412590 2850119904761348 2850119909137526 2850119913491132 2850119917867898 2850119922226308 2850119926589642 2850119930947520 2850119935304350
thread=2 vcore0=9 vcore1=9 x=100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000 2850119498782004 2850119512233856 2850119525379128 2850119530865092 2850119535246394 2850119539593208 2850119543982580 2850119548342876 2850119552719646 2850119557086700 2850119561435436 2850119565817438 2850119570181122 2850119574553744 2850119578920264 2850119583296396 2850119587644514 2850119592019268 2850119596369894 2850119600749946 2850119605112894 2850119609463060 2850119613839482 2850119618189180 2850119622598516 2850119626965038 2850119631331042 2850119635690538 2850119640062236 2850119644425498 2850119648807980 2850119653164184 2850119657527008 2850119661890278 2850119666249620 2850119670626708 2850119674980502 2850119679357990 2850119683708004 2850119688084204 2850119692442718 2850119696810948 2850119701173128 2850119705530526 2850119709898018 2850119714255358 2850119718620924 2850119722984508 2850119727355148 2850119731705090 2850119736078212 2850119740427028 2850119744803156 2850119749166732 2850119753534162 2850119757894452 2850119762243784 2850119766619264 2850119770981726 2850119775345840 2850119779703278 2850119784074198 2850119788432274 2850119792816260 2850119797170804 2850119801543512 2850119805901964 2850119810251180 2850119814625602 2850119818977776 2850119823354924 2850119827714130 2850119832080230 2850119836440530 2850119840806364 2850119845169526 2850119849544170 2850119853891784 2850119858249604 2850119862614102 2850119866978388 2850119871351332 2850119875701848 2850119880081740 2850119884430950 2850119888809086 2850119893167628 2850119897534348 2850119901891368 2850119906240308 2850119910615556 2850119914980012 2850119919347576 2850119923705152 2850119928080610 2850119932429474 2850119936810162 2850119941160070 2850119945533228 2850119949888058
thread=3 vcore0=14 vcore1=14 x=100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000 2850119496251498 2850119504027532 2850119508416394 2850119512777234 2850119517159104 2850119521508340 2850119525889366 2850119530243462 2850119534628570 2850119538987350 2850119543366096 2850119547725846 2850119552094264 2850119556470646 2850119560829984 2850119565200422 2850119569563752 2850119573947942 2850119578302788 2850119582679280 2850119587029514 2850119591406588 2850119595764636 2850119600113232 2850119604493748 2850119608842514 2850119613219372 2850119617580174 2850119621945850 2850119626308908 2850119630673620 2850119635033722 2850119639413560 2850119643762900 2850119648127906 2850119652570978 2850119656932902 2850119661310420 2850119665659412 2850119670034372 2850119674398098 2850119678762996 2850119683121220 2850119687490108 2850119691846706 2850119696224366 2850119700577856 2850119704936860 2850119709304710 2850119713662420 2850119718035696 2850119722388984 2850119726759466 2850119731108432 2850119735484738 2850119739840942 2850119744205024 2850119748566974 2850119752921144 2850119757294012 2850119761651546 2850119766017420 2850119770380584 2850119774752270 2850119779100614 2850119783476104 2850119787826504 2850119792204206 2850119796565674 2850119800914296 2850119805288762 2850119809639232 2850119814013388 2850119818374036 2850119822739782 2850119827096870 2850119831462540 2850119835820528 2850119840293080 2850119844648004 2850119849005706 2850119853369986 2850119857731274 2850119862106358 2850119866459344 2850119870829724 2850119875176634 2850119879553054 2850119883910292 2850119888274786 2850119892636906 2850119896994576 2850119901360450 2850119905716378 2850119910081328 2850119914444986 2850119918817406 2850119923166730 2850119927540142 2850119931889212
thread=4 vcore0=19 vcore1=19 x=100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000 2850119497195720 2850119507262338 2850119511622806 2850119515992246 2850119520352488 2850119524721422 2850119529086670 2850119533473220 2850119537822848 2850119542184646 2850119546558030 2850119550926376 2850119555330806 2850119559680680 2850119564065670 2850119568414990 2850119572801374 2850119577165490 2850119581537048 2850119585896910 2850119590245092 2850119594623030 2850119598982624 2850119603354428 2850119607713074 2850119612092358 2850119616441140 2850119620818670 2850119625167954 2850119629552144 2850119633911006 2850119638260740 2850119642644770 2850119646994556 2850119651382832 2850119655746158 2850119660110570 2850119664468226 2850119668833686 2850119673194468 2850119677576804 2850119681925894 2850119686283610 2850119690656796 2850119695014418 2850119699394672 2850119703743696 2850119708118838 2850119712467230 2850119716844758 2850119721208658 2850119725570450 2850119729929760 2850119734288218 2850119738656744 2850119743016316 2850119747388140 2850119751747398 2850119756123924 2850119760473016 2850119764845504 2850119769198868 2850119773573578 2850119777931362 2850119782297444 2850119786656216 2850119791013002 2850119795394722 2850119799752720 2850119804136512 2850119808494660 2850119812860160 2850119817224432 2850119821588008 2850119825946302 2850119830322722 2850119834672342 2850119839030816 2850119843400478 2850119847759644 2850119852134118 2850119856482438 2850119860857806 2850119865210528 2850119869585724 2850119873945250 2850119878314650 2850119882672976 2850119887023640 2850119891403214 2850119895761406 2850119900126978 2850119904483742 2850119908857724 2850119913211322 2850119917583738 2850119921932542 2850119926308326 2850119930665816 2850119935013690
thread=5 vcore0=24 vcore1=24 x=100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000 2850119497653536 2850119507409518 2850119511770040 2850119516141818 2850119520501534 2850119524870434 2850119529232614 2850119533620910 2850119537969876 2850119542330500 2850119546708410 2850119551076668 2850119555465698 2850119559813880 2850119564196136 2850119568545012 2850119572932844 2850119577296208 2850119581666664 2850119586025600 2850119590384584 2850119594754076 2850119599112768 2850119603486124 2850119607844340 2850119612222544 2850119616571292 2850119620950720 2850119625300414 2850119629686928 2850119634043850 2850119638392412 2850119642776766 2850119647125258 2850119651513878 2850119655878430 2850119660247088 2850119664604850 2850119668968930 2850119673334806 2850119677713798 2850119682063394 2850119686421884 2850119690792840 2850119695149800 2850119699534126 2850119703883912 2850119708260576 2850119712619332 2850119716985374 2850119721349910 2850119725711582 2850119730068830 2850119734445166 2850119738794832 2850119743153936 2850119747525694 2850119751885004 2850119756263714 2850119760612532 2850119764987860 2850119769338230 2850119773713824 2850119778071544 2850119782440148 2850119786796808 2850119791153798 2850119795530522 2850119799888798 2850119804255272 2850119808611876 2850119812975576 2850119817339856 2850119821716560 2850119826062332 2850119830438686 2850119834799170 2850119839147738 2850119843528762 2850119847878076 2850119852250062 2850119856611520 2850119860977022 2850119865339844 2850119869704070 2850119874063432 2850119878441726 2850119882790574 2850119887148428 2850119891521520 2850119895879566 2850119900253334 2850119904603290 2850119908979902 2850119913333678 2850119917710094 2850119922069014 2850119926434990 2850119930793532 2850119935142780
thread=6 vcore0=28 vcore1=28 x=100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000 2850119499189404 2850119512690648 2850119525875240 2850119531020058 2850119535400038 2850119539747982 2850119544139318 2850119548500230 2850119552880160 2850119557249142 2850119561598464 2850119565981842 2850119570345812 2850119574719132 2850119579086692 2850119583463302 2850119587813114 2850119592190610 2850119596538996 2850119600914412 2850119605282640 2850119609632060 2850119614011870 2850119618361580 2850119622738408 2850119627107844 2850119631474160 2850119635834018 2850119640205032 2850119644565824 2850119648946932 2850119653303400 2850119657668752 2850119662036594 2850119666394116 2850119670771766 2850119675125712 2850119679507328 2850119683865776 2850119688238582 2850119692597244 2850119696963332 2850119701326944 2850119705704224 2850119710053512 2850119714411298 2850119718779768 2850119723144460 2850119727515956 2850119731865548 2850119736241722 2850119740589140 2850119744965172 2850119749329586 2850119753697136 2850119758058082 2850119762407848 2850119766783402 2850119771149514 2850119775513428 2850119779871688 2850119784239528 2850119788596520 2850119792980772 2850119797335702 2850119801710470 2850119806069446 2850119810417602 2850119814792266 2850119819146738 2850119823523862 2850119827884442 2850119832251318 2850119836610136 2850119840981938 2850119845341238 2850119849715538 2850119854063284 2850119858419634 2850119862785426 2850119867149668 2850119871521758 2850119875871076 2850119880251780 2850119884602366 2850119888984252 2850119893343122 2850119897710036 2850119902068148 2850119906417578 2850119910792584 2850119915156434 2850119919523944 2850119923881280 2850119928256482 2850119932633974 2850119937004500 2850119941363594 2850119945737204 2850119950083500
thread=7 vcore0=33 vcore1=33 x=100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000 2850119497708894 2850119506544194 2850119510892902 2850119515374762 2850119519736218 2850119524103066 2850119528466680 2850119532821522 2850119537199978 2850119541559342 2850119545936658 2850119550299848 2850119554695076 2850119559045052 2850119563429346 2850119567780438 2850119572162336 2850119576523042 2850119580876788 2850119585249726 2850119589598680 2850119593973774 2850119598332106 2850119602702486 2850119607059992 2850119611430790 2850119615791240 2850119620170770 2850119624520058 2850119628883888 2850119633250128 2850119637608720 2850119641983308 2850119646334046 2850119650758092 2850119655119914 2850119659481770 2850119663839430 2850119668244040 2850119672605660 2850119676975874 2850119681335164 2850119685684028 2850119690090860 2850119694440832 2850119698826008 2850119703183784 2850119707548224 2850119711906378 2850119716273042 2850119720634000 2850119725008240 2850119729356348 2850119733714004 2850119738077546 2850119742435300 2850119746813636 2850119751163718 2850119755538008 2850119759888620 2850119764260800 2850119768619960 2850119772989012 2850119777347548 2850119781696278 2850119786073430 2850119790440122 2850119794806810 2850119799165636 2850119803538074 2850119807888078 2850119812260798 2850119816608480 2850119820987634 2850119825343232 2850119829694324 2850119834069876 2850119838419748 2850119842797124 2850119847154756 2850119851518812 2850119855876726 2850119860242804 2850119864602178 2850119868983618 2850119873333820 2850119877692742 2850119882060748 2850119886419670 2850119890797344 2850119895145526 2850119899520834 2850119903869976 2850119908243054 2850119912600790 2850119916969054 2850119921327418 2850119925690046 2850119930056532 2850119934416278
thread=8 vcore0=38 vcore1=38 x=100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000 2850119495964352 2850119504854506 2850119509220736 2850119513570408 2850119517951246 2850119522299404 2850119526677310 2850119531044792 2850119535408256 2850119539766702 2850119544136864 2850119548495978 2850119552881558 2850119557235836 2850119561592312 2850119565957616 2850119570318288 2850119574698040 2850119579050858 2850119583426440 2850119587774186 2850119592149738 2850119596509200 2850119600875406 2850119605239628 2850119609600128 2850119613964528 2850119618324256 2850119622688844 2850119627053956 2850119631429636 2850119635778108 2850119640154370 2850119644504306 2850119648880574 2850119653248268 2850119657597674 2850119661977534 2850119666327068 2850119670700418 2850119675063640 2850119679429508 2850119683788990 2850119688155406 2850119692514754 2850119696890138 2850119701243176 2850119705616840 2850119709966750 2850119714325356 2850119718700566 2850119723053410 2850119727427176 2850119731785366 2850119736151154 2850119740509672 2850119744872344 2850119749236326 2850119753612688 2850119757961778 2850119762320498 2850119766683890 2850119771048090 2850119775420258 2850119779768930 2850119784144878 2850119788494058 2850119792878568 2850119797241698 2850119801606718 2850119805965348 2850119810313834 2850119814688066 2850119819050064 2850119823415366 2850119827773282 2850119832139210 2850119836498100 2850119840872704 2850119845226162 2850119849601296 2850119853958144 2850119858307712 2850119862681938 2850119867034840 2850119871414844 2850119875771672 2850119880135860 2850119884492976 2850119888862110 2850119893222040 2850119897594164 2850119901944232 2850119906301056 2850119910670860 2850119915033622 2850119919407106 2850119923756416 2850119928128244 2850119932477062
thread=9 vcore0=43 vcore1=43 x=100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000,100.000000 2850119496709120 2850119505107444 2850119509474166 2850119513823046 2850119518207450 2850119522557102 2850119526933000 2850119531304554 2850119535673002 2850119540034008 2850119544405570 2850119548766338 2850119553154868 2850119557509608 2850119561867864 2850119566233908 2850119570594364 2850119574975208 2850119579330026 2850119583707614 2850119588067056 2850119592432662 2850119596792458 2850119601158662 2850119605523362 2850119609903240 2850119614252778 2850119618613038 2850119622976666 2850119627342906 2850119631719550 2850119636068770 2850119640444584 2850119644793122 2850119649170316 2850119653538018 2850119657907540 2850119662268470 2850119666618488 2850119670992526 2850119675357708 2850119679724004 2850119684083648 2850119688447868 2850119692805564 2850119697185684 2850119701539056 2850119705912982 2850119710271440 2850119714619622 2850119718993526 2850119723347386 2850119727721302 2850119732080076 2850119736443360 2850119740802276 2850119745170004 2850119749530266 2850119753953350 2850119758301670 2850119762661070 2850119767027536 2850119771392142 2850119775767880 2850119780117130 2850119784490816 2850119788839878 2850119793230244 2850119797589156 2850119801953936 2850119806311456 2850119810669604 2850119815036598 2850119819399802 2850119823764526 2850119828122574 2850119832497824 2850119836845722 2850119841223670 2850119845571612 2850119849944532 2850119854302510 2850119858651484 2850119863026356 2850119867379548 2850119871755316 2850119876115380 2850119880480918 2850119884838950 2850119889206850 2850119893565542 2850119897936578 2850119902283362 2850119906640674 2850119911000274 2850119915363496 2850119919736804 2850119924085860 2850119928459420 2850119932819146
